1.118664741516113281e-01 2.786686897277832031e+00 1.134815812110900879e-01 2.301359653472900391e+00 1.376179456710815430e+01
1.112049967050552368e-01 2.301826477050781250e+00 1.134815812110900879e-01 2.301512956619262695e+00 2.509010076522827148e+00
1.112696900963783264e-01 2.301914930343627930e+00 1.134815812110900879e-01 2.301591634750366211e+00 2.777993679046630859e+00
1.107125580310821533e-01 2.301981449127197266e+00 1.031650826334953308e-01 2.302017450332641602e+00 2.745025157928466797e+00
1.112654954195022583e-01 2.301978349685668945e+00 1.134815812110900879e-01 2.301783561706542969e+00 2.764355659484863281e+00
1.104767620563507080e-01 2.302175045013427734e+00 1.134815812110900879e-01 2.302178859710693359e+00 2.551688432693481445e+00
1.089159399271011353e-01 2.302433013916015625e+00 1.134815812110900879e-01 2.301895856857299805e+00 2.340934276580810547e+00
1.106561943888664246e-01 2.302129030227661133e+00 1.009615287184715271e-01 2.302166938781738281e+00 2.770148515701293945e+00
1.100030615925788879e-01 2.302214384078979492e+00 1.134815812110900879e-01 2.302083969116210938e+00 2.544899940490722656e+00
1.095022857189178467e-01 2.302295684814453125e+00 1.134815812110900879e-01 2.302001953125000000e+00 2.636133670806884766e+00
1.101950928568840027e-01 2.302232027053833008e+00 1.134815812110900879e-01 2.301769018173217773e+00 2.504985332489013672e+00
1.102221608161926270e-01 2.302125215530395508e+00 1.134815812110900879e-01 2.301669359207153320e+00 2.614706754684448242e+00
1.111069470643997192e-01 2.302074670791625977e+00 1.134815812110900879e-01 2.301174640655517578e+00 2.402286052703857422e+00
1.098570227622985840e-01 2.302130937576293945e+00 1.134815812110900879e-01 2.302207708358764648e+00 2.805754899978637695e+00
1.103557199239730835e-01 2.302310228347778320e+00 1.028645932674407959e-01 2.302073001861572266e+00 2.288082599639892578e+00
1.100593432784080505e-01 2.302321195602416992e+00 1.134815812110900879e-01 2.302284717559814453e+00 3.135918140411376953e+00
