9.133123755455017090e-01 3.936336636543273926e-01 9.785657525062561035e-01 6.333601474761962891e-02 8.175168514251708984e+00
9.649403691291809082e-01 1.171316206455230713e-01 9.842749238014221191e-01 4.855117946863174438e-02 2.172377347946166992e+00
9.690924286842346191e-01 1.034895479679107666e-01 9.851763844490051270e-01 4.740321636199951172e-02 2.388244628906250000e+00
9.699811935424804688e-01 9.966988861560821533e-02 9.861779808998107910e-01 4.603900387883186340e-02 1.922250986099243164e+00
9.713415503501892090e-01 9.535364061594009399e-02 9.867787957191467285e-01 4.489206895232200623e-02 2.327484607696533203e+00
9.706448316574096680e-01 9.784726053476333618e-02 9.847756028175354004e-01 4.716929793357849121e-02 2.436819791793823242e+00
9.691010713577270508e-01 1.057630106806755066e-01 9.830730557441711426e-01 6.373341381549835205e-02 2.289258956909179688e+00
9.685415625572204590e-01 1.086616069078445435e-01 9.853766560554504395e-01 5.008673667907714844e-02 2.487007379531860352e+00
9.721720218658447266e-01 9.528628736734390259e-02 9.855769276618957520e-01 4.800475761294364929e-02 2.382041931152343750e+00
9.714124798774719238e-01 9.863822162151336670e-02 9.870793819427490234e-01 4.985904321074485779e-02 2.338553905487060547e+00
9.712708592414855957e-01 9.919100999832153320e-02 9.877805113792419434e-01 4.372344538569450378e-02 2.452523469924926758e+00
9.692052006721496582e-01 1.078808754682540894e-01 9.856771230697631836e-01 4.756864160299301147e-02 2.031315565109252930e+00
9.715501666069030762e-01 9.886953234672546387e-02 9.864783883094787598e-01 4.634234309196472168e-02 2.296324491500854492e+00
9.669312834739685059e-01 1.194644868373870850e-01 9.841747283935546875e-01 5.371135100722312927e-02 2.079441547393798828e+00
9.712871313095092773e-01 9.924907982349395752e-02 9.874799847602844238e-01 4.411798715591430664e-02 2.254801750183105469e+00
9.693260788917541504e-01 1.087509468197822571e-01 9.848758578300476074e-01 4.930083081126213074e-02 2.421588182449340820e+00
