8.840145468711853027e-01 3.917687535285949707e-01 9.752604961395263672e-01 8.169327676296234131e-02 7.179292440414428711e+00
9.510981440544128418e-01 1.607798784971237183e-01 9.784655570983886719e-01 6.908646225929260254e-02 2.149942398071289062e+00
9.552631378173828125e-01 1.468526571989059448e-01 9.798678755760192871e-01 6.398650258779525757e-02 2.090579509735107422e+00
9.593029022216796875e-01 1.353339105844497681e-01 9.825721979141235352e-01 5.306378379464149475e-02 2.098976850509643555e+00
9.595031738281250000e-01 1.321868598461151123e-01 9.829728603363037109e-01 5.493531748652458191e-02 2.108594655990600586e+00
9.616729021072387695e-01 1.260637640953063965e-01 9.831731319427490234e-01 5.199522525072097778e-02 2.348601818084716797e+00
9.610139727592468262e-01 1.270278543233871460e-01 9.814704060554504395e-01 5.816146358847618103e-02 2.669814586639404297e+00
9.593362212181091309e-01 1.316318809986114502e-01 9.849761128425598145e-01 4.928088560700416565e-02 2.545653820037841797e+00
9.619654417037963867e-01 1.236730813980102539e-01 9.835737943649291992e-01 5.295004323124885559e-02 2.091289520263671875e+00
9.625160098075866699e-01 1.223237812519073486e-01 9.863781332969665527e-01 4.719464480876922607e-02 2.170510292053222656e+00
9.637930393218994141e-01 1.190446913242340088e-01 9.836739301681518555e-01 5.282419919967651367e-02 2.342848062515258789e+00
9.639682769775390625e-01 1.162101104855537415e-01 9.829728603363037109e-01 5.340101942420005798e-02 2.449541807174682617e+00
9.640264511108398438e-01 1.208121404051780701e-01 9.823718070983886719e-01 5.289202556014060974e-02 2.464408874511718750e+00
9.633756279945373535e-01 1.189472079277038574e-01 9.849760532379150391e-01 4.534117877483367920e-02 2.386326313018798828e+00
9.635675549507141113e-01 1.193437650799751282e-01 9.838742613792419434e-01 4.930222779512405396e-02 2.412350654602050781e+00
9.650115966796875000e-01 1.142522171139717102e-01 9.847757816314697266e-01 4.818912968039512634e-02 2.145761966705322266e+00
